UNITID,Instruction,Research and Public Service,"Academic and Institutional Support, and Student Services",Total Expenses,Year
230603,35991801,16680057,46177174,114412009,2013
230676,6947137,0,1855561,10358482,2013
230728,174886621,193614611,109062461,579382121,2013
230737,112806202,2263164,90164790,267469710,2013
230746,99896055,1939150,63128478,205712091,2013
230764,377317000,849287000,257658000,3239336000,2013
230782,84954085,4257448,70217350,207579329,2013
230834,15407879,1019265,24191395,48820225,2013
230861,11739005,640562,21583149,37528696,2013
230913,11341690,309128,15004198,31637516,2013
230931,10158353,1995031,15564707,32925268,2013
231156,0,954494,1665177,2619671,2013
231165,20564578,7719046,15228903,47388749,2013
231174,194667000,163090000,152456000,642630000,2013
231536,12648844,190387,10498024,26395620,2013
231624,109434451,57044038,83444959,365112140,2013
231688,66501,0,133911,220912,2013
231697,14261346,149642,7406176,24973396,2013
231712,44269422,1768604,29126523,129633628,2013
231873,4476297,135046,4439790,10689977,2013
231882,14067633,59796,7285511,26636638,2013
232052,3775747,0,3573576,8488639,2013
232186,322311296,108121832,151760630,739216894,2013
232195,18394349,23766,15559957,38199366,2013
232414,37580135,2119198,22635011,77878454,2013
232423,159956002,22925946,98410110,436326508,2013
232450,22563817,0,17690345,46610438,2013
232566,35868398,2047930,24234131,115156776,2013
232575,20455084,201593,13368599,38634849,2013
232681,30978484,1441447,29109317,100135873,2013
232788,10420351,402597,6608470,21287727,2013
232867,13769127,337155,8013265,27572735,2013
232937,43589943,9618843,41733897,153366941,2013
232946,160621051,1500660,117476665,303399630,2013
232982,163158578,9604919,99638043,389108489,2013
233019,10188143,230809,9585850,24072981,2013
233037,5507892,0,5331191,12742505,2013
233116,13299992,1062964,9610983,27084856,2013
233277,73593484,3683396,38123727,173056611,2013
233310,10160252,160147,8315541,20551197,2013
233338,5156244,0,6455060,18042153,2013
233639,20106241,36297,8740621,33759761,2013
233648,10134761,828057,9323977,23450339,2013
233754,27234616,1462246,21255468,64087580,2013
233772,94224030,309252,61158914,184179584,2013
233897,13189418,1673992,11492073,44881629,2013
233903,8972883,209154,6598494,18274999,2013
233921,331154783,466457846,155805302,1174902617,2013
233949,23880397,91337,11877356,41303602,2013
234030,363877103,172726372,179813199,903748820,2013
234076,397307587,394734782,300310074,2450365829,2013
234085,23788903,2288907,25014105,80130594,2013
234155,48158789,18215899,29499859,143479029,2013
234225,452644,0,161449,680941,2013
234359,4079522,0,11691748,15771270,2013
234377,11003503,370610,8919167,23403019,2013
234669,58497116,0,19039550,99358811,2013
234696,11964900,0,10151750,28134206,2013
234711,12159879,0,9614531,28659218,2013
234827,86617379,4797513,46588286,207855449,2013
234845,16760263,0,9095850,32892779,2013
234933,46090159,0,23263963,100912340,2013
234951,16453144,0,17906422,44077858,2013
234979,29303631,0,14278977,54168717,2013
235097,76844505,7669670,51658035,192076971,2013
235103,62508989,0,19390477,96494000,2013
235149,41970661,0,16669650,70728892,2013
235167,39577825,2856184,28368485,100328262,2013
235237,22669582,0,18130854,50318619,2013
235334,10209028,0,7617531,22588817,2013
235343,36182777,0,34034310,84360306,2013
235431,36302879,0,15839405,70687724,2013
235671,18915550,0,11891879,40009338,2013
235699,20247757,0,13702636,42677460,2013
235750,12405769,0,18262378,38863550,2013
236072,26958129,0,12331691,53348192,2013
236188,25764788,0,16337621,65044229,2013
236258,11514392,0,10495971,27927550,2013
236382,18265367,0,11029050,35624365,2013
236504,28572746,0,18865695,58676283,2013
236513,35770672,0,15604065,77506272,2013
236610,25860749,0,15882996,56195587,2013
236638,27042164,0,14106558,50498114,2013
236656,20270557,0,16253410,55663945,2013
236692,31590192,0,18069659,69363765,2013
236708,33350299,0,38722369,87655700,2013
236753,32664841,0,17811249,66366971,2013
236887,23150834,0,15557491,47054854,2013
236939,242770958,290162257,198970312,937714294,2013
236948,1117937474,929125579,599785289,4198129952,2013
236975,15242350,0,9606157,36017667,2013
237011,115135232,6028694,61324634,259617534,2013
237039,17632888,0,11057985,37261252,2013
237109,20283673,0,12482706,46244462,2013
237215,9982598,578546,8140299,23079098,2013
237242,1862693,0,611057,2473750,2013
237330,14454541,2052848,9813026,40865016,2013
237367,22682347,669946,22839003,65420866,2013
237385,8495945,0,8509960,28422313,2013
237473,4297089,0,904929,5202018,2013
237491,167858,0,0,167858,2013
237525,97606643,37710777,66337354,261241706,2013
237561,2256812,0,0,2256812,2013
237686,13647943,2461,6894161,26934526,2013
237729,447426,0,21382,518774,2013
237792,21660570,375089,16866991,60808299,2013
237817,7471524,204251,8310401,21791169,2013
237844,301810,0,3000,632888,2013
237880,16764648,1454155,14661884,35124824,2013
237899,14011591,7392263,15593595,48581755,2013
237932,13527217,275821,10721880,41398846,2013
238014,6070075,163877,5519510,17476408,2013
238032,352149553,227991895,210354219,968320338,2013
238263,132235511,408923,45968797,203687402,2013
238397,21801216,0,13625220,38862307,2013
238722,74561811,0,29509749,145504666,2013
238759,65704055,418100,23237111,104828425,2013
239008,26942803,0,10461708,41671540,2013
239220,21092599,0,11793462,38348841,2013
239248,153696325,0,49823073,266696968,2013
239372,29909235,0,21737298,59520714,2013
239442,13031937,0,9970344,25570586,2013
239460,28795704,0,22691057,58952127,2013
239488,68707642,0,30981677,117330675,2013
239910,17852034,0,7329829,30186422,2013
240055,44602604,3555632,42817890,112989576,2013
240116,42815039,0,18286649,71316440,2013
240125,55673980,0,37065985,98384343,2013
240170,42486344,0,15120191,68083402,2013
240189,63190039,6997056,56391079,176665810,2013
240198,33051267,0,17350472,54710100,2013
240268,68324146,3704224,58330024,163255134,2013
240277,31956080,5453289,32342181,85272974,2013
240329,63959086,7166039,47175021,144752292,2013
240365,76091319,10228353,46245847,175079326,2013
240374,23934603,2930007,28895309,70378702,2013
240417,59214232,6147431,48033324,143783054,2013
240426,19317544,5461028,24033650,58553792,2013
240435,638006,13854689,22212803,36786963,2013
240444,537825976,1103768522,372703320,2401367309,2013
240453,202031622,81300061,155015011,529188139,2013
240462,41179557,5000239,44408909,122033348,2013
240471,37136601,3276698,35768833,96377381,2013
240480,58081134,15863322,44836033,154858829,2013
240505,26034461,415600,18929932,55725962,2013
240514,11850260,489224,11608753,30359530,2013
240596,7355674,162220,7962249,18083835,2013
240620,24947367,662096,17288826,55135332,2013
240657,10043636,234319,10274833,31466618,2013
240666,15079509,351178,11174819,47378890,2013
240693,15619534,72483,16535821,37594147,2013
240727,157077408,126515252,99678396,469003541,2013
240736,4713154,3635866,5167662,14449385,2013
240745,14197744,755513,11309014,32845869,2013
240754,21251462,23235589,20694022,96961777,2013
240790,7979021,0,6424326,18030756,2013
241720,2645832,0,2540943,7879864,2013
241766,5310237,2219866,5970767,13652784,2013
241951,1667792,445296,3292123,6213742,2013
242042,1200000,0,601000,1821000,2013
242556,2608118,0,830935,6044621,2013
242565,1038600,0,375996,3610511,2013
242583,1762265,0,435515,2197780,2013
243106,15417168,84599,12307870,39811517,2013
243115,23865708,143674,11656045,46975340,2013
243133,23543330,5299642,14796864,55813339,2013
243142,19115885,825754,16091411,44334749,2013
243151,20483168,2463126,19987909,53147843,2013
243160,0,12254578,74407786,91667249,2013
243179,32329268,3289027,18046733,64233985,2013
243188,8437897,162225,10001254,23047381,2013
243197,93766918,79923800,58776009,262960286,2013
243203,85915247,79718232,54304847,316781698,2013
243212,15543490,2551461,12964244,39798291,2013
243221,155607645,31836385,93544053,313675615,2013
243638,7582631,0,6536595,22472092,2013
243647,4429539,992996,2882352,10383935,2013
243665,17299603,19555648,27941019,81772472,2013
243780,615354693,422042755,314765199,1618365345,2013
243799,456669,0,14455,545794,2013
244437,63385630,121959,50399054,150966854,2013
244446,12831295,0,19910793,36503985,2013
245625,6734214,617415,5117310,14026069,2013
245999,26307166,645,25067879,56900709,2013
246017,6867426,0,4767787,17778011,2013
246071,512300,0,181422,707116,2013
246354,25549917,0,15952779,52750634,2013
246813,14373509,0,9107389,27840319,2013
247083,0,0,3274902,3278190,2013
247603,9978404,0,10607295,29713592,2013
247737,0,0,10260304,63771878,2013
247834,71360597,671658,46067492,148879681,2013
247940,13954600,551807,8606854,26628231,2013
248606,5170244,0,6445534,12642604,2013
248624,4151421,0,1304248,5473032,2013
248633,526111,0,0,526111,2013
248776,5044851,0,5631931,12799317,2013
248925,5324766,0,1716783,10327982,2013
250993,1022168,0,1026237,2517913,2013
251260,14172962,13616,13315401,33221411,2013
260336,327681,0,0,327681,2013
260363,182040,0,124243,306283,2013
260372,2486239,632949,2266244,7246034,2013
260381,354793,96527537,30433948,142471021,2013
261375,21308302,0,38092211,60622066,2013
261773,164994,0,84829,495863,2013
262031,31670205,0,13918448,52742044,2013
262129,10729506,1058671,13378175,33317920,2013
363165,23495388,822000,30213424,54530812,2013
363633,6636124,713244,6247662,16275631,2013
364016,26229922,23291,16176917,49755542,2013
364025,30943896,292277,20771502,60813568,2013
364548,3419611,0,2585851,7893850,2013
364575,1781986,0,816497,3082127,2013
364618,375005,0,328906,703911,2013
364627,4784691,0,4404022,9399130,2013
364636,673933,0,128343,802276,2013
364946,3900692,0,2890188,6985651,2013
364964,342012,0,218058,705404,2013
365198,3559315,0,3227056,7004142,2013
365213,6672560,0,4569340,12280897,2013
365240,778352,0,420273,1210802,2013
365374,10891994,0,6893516,31130576,2013
365383,1349055,0,744170,2093225,2013
365480,5490264,0,5078182,15331809,2013
365763,573120,0,0,683645,2013
366340,952323,0,5306514,11384343,2013
366395,119507931,0,81304524,254951421,2013
366401,30095319,628789,23238930,74406176,2013
366447,6157337,0,6496003,14609730,2013
366465,7873001,0,7047568,18328361,2013
366623,447956,0,202140,780586,2013
366632,358706,0,150827,556814,2013
366711,69026111,1420471,65464325,166990422,2013
367459,25552672,0,24948903,55760866,2013
367875,2228474,0,2195506,4762533,2013
367972,853082,0,674638,2034911,2013
368364,1644182,0,2522212,4166394,2013
368407,979362,26573,169677,1200190,2013
368647,227783,0,56601,300654,2013
368911,7264798,0,8644083,18791771,2013
369109,267552,0,302171,569723,2013
369419,5684312,0,1194430,6880118,2013
369668,1699687,0,301719,2290319,2013
371690,2117327,0,1386908,3920600,2013
372082,1098505,0,645462,1743967,2013
373711,542326,0,0,542326,2013
374112,199930,0,116009,380470,2013
374592,649218,0,106570,755788,2013
375373,1476962,0,640394,2117356,2013
375407,818377,0,314270,1132647,2013
375568,279442,0,63724,7108173,2013
375656,810170,0,1140558,2146984,2013
375683,5336257,0,6797502,13760211,2013
375692,11621365,0,14337347,29064911,2013
375966,730908,0,513539,1275196,2013
376695,3533963,0,3123430,13552019,2013
377485,386090,0,87470,477330,2013
379621,283040,0,214027,497067,2013
380359,1483054,3332207,3520127,10048483,2013
380368,5358000,50000,7091000,13929000,2013
380377,8033277,0,5092268,22471466,2013
381529,3334065,0,2388424,7422872,2013
382258,3004431,0,2772907,5835254,2013
382416,548398,0,123539,732756,2013
383084,4883286,0,7811993,13487102,2013
383190,19552635,1004570,9103263,33122935,2013
383312,729424,0,0,1135121,2013
383330,728644,0,269499,998143,2013
383367,1839094,0,0,1887689,2013
383525,408127,0,339294,747421,2013
383996,2938211,66487,1736651,6386551,2013
384333,20042337,485969,16477895,52021234,2013
384342,21856967,7380919,17923327,57640477,2013
389860,2095644,0,667785,2763429,2013
390905,1794808,0,640159,2434967,2013
391333,397909,0,133059,530968,2013
395195,3394273,0,4292353,7971094,2013
395362,6302641,0,1646125,18874565,2013
399212,19316266,586172,19680581,49796100,2013
403469,3267872,84038,2244334,8004278,2013
403478,3783852,97307,2598703,9268111,2013
403487,4299832,110576,2953071,10531945,2013
404426,8413895,335398,10787898,22788489,2013
404480,0,47588574,0,47588574,2013
405872,17848609,0,14799473,35989497,2013
406325,421527,0,200963,622490,2013
406361,348590,0,55340,403930,2013
406422,799762,0,403683,1685475,2013
407452,613870,0,388483,1002353,2013
407461,1764155,0,0,2564013,2013
407489,765306,0,395416,1161027,2013
407504,2159628,0,632028,2934973,2013
407513,1717448,0,884104,2601552,2013
407522,89512,0,224922,314434,2013
407577,1523377,0,886364,2409741,2013
407595,597653,0,798196,1395849,2013
407832,1695328,0,377602,3461960,2013
408394,4348802,0,4340169,10490801,2013
409120,1303519,0,1924390,3242384,2013
409315,67534149,1061825,51410724,156285302,2013
409379,0,0,33228763,33377415,2013
409537,345133,0,65449,410582,2013
409591,735697,0,557985,1293682,2013
409698,44472045,1071489,56174540,112317410,2013
412535,185000,0,62508,247508,2013
413176,112823,0,108110,453945,2013
413626,1276944,51525,1887296,4548024,2013
413802,1856804,0,1506757,3503295,2013
414911,4733430,0,7452522,16534248,2013
416801,3354065,0,1997804,6028166,2013
417105,2747156,0,2362116,7404696,2013
417123,2826766,1053096,181064,4309289,2013
417178,431307,0,630967,1062274,2013
417187,849069,0,3165,852234,2013
417248,927559,0,65070,1008630,2013
417257,431307,0,630967,1364274,2013
417275,207316,0,211224,418540,2013
417442,581174,0,287976,889535,2013
417628,646506,0,20860,667366,2013
417637,926043,0,0,1709805,2013
417646,172199,0,89303,261502,2013
417655,275281,0,25081,300362,2013
417673,148495,0,0,148495,2013
417682,238965,0,53480,292445,2013
417716,850139,0,521323,1371462,2013
417743,748090,0,97602,890910,2013
417831,305195,0,253000,558195,2013
417868,278943,0,54047,332990,2013
417886,477309,0,180269,689666,2013
417910,1847113,0,182105,2029218,2013
417947,371218,0,2518,373736,2013
417983,460523,0,65248,525771,2013
417992,640008,0,44013,684021,2013
418001,1531209,0,0,2207552,2013
418010,412794,0,16000,428794,2013
418029,429105,0,107956,537061,2013
418038,699352,0,733552,1432904,2013
418056,808744,0,238798,1047542,2013
418065,1225630,0,727326,1952956,2013
418083,306350,0,100924,407274,2013
418199,856361,0,540213,1599290,2013
418205,1998144,0,701028,2699306,2013
418223,327530,0,221783,549313,2013
418250,1874056,0,523071,2415456,2013
418278,561196,0,314023,1120712,2013
418287,4152821,303555,4314651,12176169,2013
418296,3435312,0,1220619,5390445,2013
418302,3208940,0,4207507,11269676,2013
418320,5166531,0,3173689,10811875,2013
418339,7305182,0,9580574,17856267,2013
418348,4727117,0,2717743,7619302,2013
418357,1389785,0,1818885,3927527,2013
418409,1054045,0,741506,2100252,2013
418427,1222664,0,0,1832595,2013
418445,346678,0,84755,431433,2013
418454,1784573,0,147659,2118446,2013
418481,422121,0,173398,595519,2013
418506,455215,0,0,455215,2013
418515,815038,0,296202,1111240,2013
418524,586636,0,208332,830954,2013
418533,2759508,0,1160017,3919525,2013
418542,1285704,0,278393,1571001,2013
418560,896469,0,229958,1349711,2013
418588,243197,0,168745,411942,2013
418603,499308,0,0,499308,2013
418612,237714,0,51629,289343,2013
418676,10500,0,0,10500,2013
419031,307122,0,47300,381852,2013
419095,540171,6511,215376,762058,2013
419226,4144269,35012,2177904,7830629,2013
419332,113359,0,83277,209324,2013
419420,396290,0,45056,441346,2013
419484,469468,0,0,469468,2013
420398,30421627,0,21251534,66040959,2013
420431,8958928,0,8651863,21241775,2013
420440,3755331,0,4811608,8607545,2013
